pred_token,pred_start,pred_end,gt_token,gt_start,gt_end,iou,start_off_s,end_off_s,text_match,fallback
(ถัดไปที่นิ้วนาง),639.683,640.333,(ถัดไปที่นิ้วนาง),640.156,640.335,0.2715,-0.473,-0.002,True,
(ถัดไปที่นิ้วก้อย),640.4,640.733,(ถัดไปที่นิ้วก้อย),640.392,640.733,0.9765,0.008,0.0,True,
เปรียบเทียบ,640.8,641.266,เปรียบเทียบ,640.797,641.29,0.9452,0.003,-0.024,True,
สมมุติ,641.283,641.816,สมมุติ,641.45,641.665,0.4034,-0.167,0.151,True,
มองเห็น,641.833,642.333,มองเห็น,641.884,642.347,0.8735,-0.051,-0.014,True,
(ถัดไปในแต่ละนิ้ว),642.366,642.883,(ถัดไปในแต่ละนิ้ว),642.649,643.533,0.2005,-0.283,-0.65,True,
มาก,642.9,643.4,(ถัดไปในแต่ละนิ้ว),642.649,643.533,0.5656,0.251,-0.133,False,
กว่า,643.416,643.933,มาก,643.686,643.884,0.383,-0.27,0.049,False,
มี,644.016,644.233,กว่า,644.033,644.493,0.4193,-0.017,-0.26,False,
(ชี้),644.683,645.216,(ชี้),645.005,645.132,0.2383,-0.322,0.084,True,
คะแนน,645.3,645.316,,,,0.0,,,False,
มาก,645.833,645.916,มาก,645.84,645.979,0.5205,-0.007,-0.063,True,
กว่า,645.966,646.433,กว่า,646.198,646.583,0.3809,-0.232,-0.15,True,
